Algorithm,FinalMean,FinalStd,BestAcrossRuns,Median,AvgElapsedSec
SimpleLinBandit,32.007750681818564,0.0,32.007750681818564,32.007750681818564,127.87641906738281
TuRBO-1,30.784586327513978,0.0,30.784586327513978,30.784586327513978,13.122042894363403
REMBO,22.287808366046164,0.0,22.287808366046164,22.287808366046164,106.71627497673035
