Algorithm,FinalMean,FinalStd,BestAcrossRuns,Median,AvgElapsedSec
SimpleLinBandit,0.012509497246981027,0.0,0.012509497246981027,0.012509497246981027,42.32080578804016
TuRBO-1,3.9798312063910384,0.0,3.9798312063910384,3.9798312063910384,25.500374794006348
REMBO,0.14989444024853782,0.0,0.14989444024853782,0.14989444024853782,12.42133378982544
