Algorithm,FinalMean,FinalStd,BestAcrossRuns,Median,AvgElapsedSec
SimpleLinBandit,2.1891097471145113,0.0,2.1891097471145113,2.1891097471145113,322.27858114242554
TuRBO-1,0.4457429845231613,0.0,0.4457429845231613,0.4457429845231613,28.889392137527466
REMBO,0.8401101493043126,0.0,0.8401101493043126,0.8401101493043126,107.11080169677734
