Algorithm,FinalMean,FinalStd,BestAcrossRuns,Median,AvgElapsedSec
SimpleLinBandit,6.75797950933088e-09,0.0,6.75797950933088e-09,6.75797950933088e-09,42.78342580795288
TuRBO-1,5.945412929664329e-05,0.0,5.945412929664329e-05,5.945412929664329e-05,14.627584218978882
REMBO,0.0978851634511888,0.0,0.0978851634511888,0.0978851634511888,16.000742435455322
