Algorithm,Dimension,Active,DirectionMean,DirectionStd,RewardMean,RewardStd
SimpleLinBandit,0,1,98.25538197021697,0.0,4.654468022606512,0.0
SimpleLinBandit,1,0,90.0712178584188,0.0,0.5095134010193333,0.0
TuRBO-1,0,1,24.327510830843472,0.0,1.0115688800249796,0.0
TuRBO-1,1,0,40.09412913673782,0.0,2.1164893440507457,0.0
REMBO,0,1,35.85353270176551,0.0,0.0,0.0
REMBO,1,0,48.002186797950905,0.0,0.0,0.0
